country_name,country_code,year,births_per_1000,death_by_injury_percentage,deaths_per_1000,births_per_woman,gini_index,hospital_beds_per_1000,female_life_expectancy,male_life_expectancy,neonatal_deaths_per_1000,annual_population_growth_percentage,population_in_slums_percentage,prenatal_care_percentage
Honduras,HND,2009,26.96,,4.71,3.17,51.3,0.55,72.17,67.64,14.3,2.19,,
Haiti,HTI,2009,28.06,,8.68,3.56,,,64.08,59.37,28.6,1.65,,
Jamaica,JAM,2009,16.16,,6.55,1.88,,1.71,74.31,69.21,15.2,0.42,,99.0
St. Kitts and Nevis,KNA,2009,15.28,,8.87,1.8,,6.0,74.71,68.52,11.6,0.17,,
St. Lucia,LCA,2009,14.6,,6.66,1.74,,1.5,76.13,69.95,12.7,0.63,,
Mexico,MEX,2009,20.57,,5.74,2.36,,1.03,76.14,71.1,9.1,1.46,,95.8
Nicaragua,NIC,2009,24.61,,5.13,2.63,43.9,0.88,74.5,68.45,12.8,1.42,,
Panama,PAN,2009,21.18,,4.58,2.59,51.8,2.27,79.76,72.84,8.4,1.8,,95.8
Peru,PER,2009,20.44,,6.72,2.48,47.0,1.6,74.96,70.47,10.0,0.62,,94.3
Paraguay,PRY,2009,22.91,,5.22,2.76,49.1,0.82,74.94,69.78,14.3,1.02,,
El Salvador,SLV,2009,19.84,,7.45,2.26,45.8,1.1,74.76,65.73,8.7,0.31,,
Suriname,SUR,2009,21.05,,7.15,2.71,,2.6,72.73,66.24,15.3,1.17,,
Trinidad and Tobago,TTO,2009,14.22,,6.76,1.62,,2.6,74.54,68.27,17.1,0.12,,
Uruguay,URY,2009,14.33,,9.21,2.02,45.5,1.1,80.57,72.69,5.2,0.24,,
St. Vincent and the Grenadines,VCT,2009,17.18,,9.21,2.17,,,73.47,68.34,13.2,-0.47,,
Venezuela,VEN,2009,20.56,,5.53,2.42,,1.1,77.32,68.55,10.4,1.36,,
Argentina,ARG,2010,18.31,5.91,7.62,2.41,43.7,4.5,78.73,72.54,7.6,1.06,16.66,
Antigua and Barbuda,ATG,2010,14.66,6.81,5.77,1.78,,2.2,79.88,73.31,7.5,1.35,2.65,
Bahamas,BHS,2010,14.56,11.98,7.32,1.84,,2.88,77.05,69.99,8.3,1.28,,
Belize,BLZ,2010,21.97,18.66,5.17,2.55,,1.12,73.72,68.47,10.4,2.41,15.75,
Bolivia,BOL,2010,25.62,9.36,8.04,3.21,,1.06,68.32,63.85,21.9,1.64,46.63,
Brazil,BRA,2010,15.34,13.16,5.8,1.79,,2.55,77.26,70.39,11.1,0.84,18.2,
Barbados,BRB,2010,12.77,4.9,9.2,1.78,,6.88,77.64,73.16,9.6,0.41,,
Chile,CHL,2010,14.23,8.38,5.76,1.84,,2.05,81.54,76.61,5.3,1.0,,
Colombia,COL,2010,16.93,20.64,5.01,2.01,54.6,1.51,78.19,71.62,10.0,1.14,14.45,97.0
Costa Rica,CRI,2010,15.41,11.84,4.26,1.83,48.0,1.21,82.04,76.63,6.6,1.24,8.12,
Cuba,CUB,2010,11.43,7.75,8.15,1.67,,4.56,79.89,75.92,2.8,0.02,5.3,100.0
Dominica,DMA,2010,13.99,,11.51,1.89,,3.8,74.6,69.09,19.7,-0.01,,
Dominican Republic,DOM,2010,22.17,13.83,5.66,2.56,47.3,1.61,75.68,68.61,24.0,1.28,18.34,
Ecuador,ECU,2010,21.89,15.51,4.81,2.62,48.8,1.59,78.26,72.15,8.9,1.68,,
Grenada,GRD,2010,16.26,5.0,7.4,2.04,,,77.46,72.21,9.1,0.3,,
Guatemala,GTM,2010,27.82,17.08,5.42,3.38,,0.6,72.84,66.97,16.2,1.98,44.31,
Guyana,GUY,2010,22.06,13.89,7.84,2.68,,,69.67,63.07,22.7,-0.38,20.38,
Honduras,HND,2010,26.32,21.97,4.76,3.08,53.1,0.61,72.15,67.56,13.9,2.13,36.22,
Haiti,HTI,2010,27.72,73.43,17.93,3.5,,0.66,45.68,45.44,29.4,1.17,54.76,
Jamaica,JAM,2010,15.56,13.01,6.45,1.8,,1.82,74.44,69.58,15.1,0.42,,
St. Kitts and Nevis,KNA,2010,14.95,,9.11,1.76,,4.8,74.72,68.47,11.7,-0.15,,
St. Lucia,LCA,2010,13.79,11.17,6.91,1.67,,,75.63,70.06,12.7,0.61,2.75,
Mexico,MEX,2010,20.33,12.36,5.73,2.34,47.7,1.06,76.29,71.12,9.0,1.44,23.59,
Nicaragua,NIC,2010,24.34,10.87,5.09,2.6,,0.88,74.68,68.78,12.5,1.42,67.2,
Panama,PAN,2010,20.98,12.36,4.61,2.59,51.6,2.14,79.93,73.03,8.1,1.78,27.12,
Peru,PER,2010,19.88,11.05,6.73,2.42,45.5,1.5,75.23,70.7,9.6,0.65,38.17,94.7
Paraguay,PRY,2010,22.54,12.64,5.21,2.7,51.0,0.84,75.26,70.0,13.8,1.17,27.04,
El Salvador,SLV,2010,19.69,20.45,7.22,2.24,43.5,1.0,75.19,66.38,8.2,0.33,34.49,
Suriname,SUR,2010,20.72,12.57,7.1,2.69,,2.99,73.08,66.49,14.8,1.16,11.62,90.9
Trinidad and Tobago,TTO,2010,14.09,11.6,6.73,1.61,,2.01,74.91,68.7,16.8,0.58,8.72,
Uruguay,URY,2010,14.25,6.71,9.36,2.01,44.5,2.58,80.64,72.67,4.9,0.26,12.5,
St. Vincent and the Grenadines,VCT,2010,16.78,7.63,9.54,2.14,,2.6,73.53,68.22,12.9,-0.5,,
Venezuela,VEN,2010,20.28,21.08,5.51,2.4,,,77.36,69.06,10.7,1.31,,
Argentina,ARG,2011,18.17,,7.42,2.39,42.7,4.41,79.4,72.74,7.5,1.06,,
Antigua and Barbuda,ATG,2011,14.26,,5.66,1.75,,2.13,80.23,73.58,7.2,1.18,,
Bahamas,BHS,2011,14.27,,7.39,1.79,,2.84,77.15,70.11,8.2,1.15,,
Belize,BLZ,2011,22.01,,5.18,2.53,,1.09,73.87,68.51,10.8,2.18,,96.2
Bolivia,BOL,2011,25.22,,7.94,3.14,46.1,1.04,68.59,64.13,21.0,1.62,,
Brazil,BRA,2011,15.14,,5.84,1.78,52.9,2.51,77.53,70.65,10.7,0.81,,
Barbados,BRB,2011,12.46,,9.21,1.76,,,77.75,73.27,9.4,0.33,,
Chile,CHL,2011,14.02,,5.89,1.82,46.9,2.23,81.54,76.88,5.3,0.99,,
Colombia,COL,2011,16.32,,5.02,1.94,53.5,1.49,78.4,72.0,9.7,1.07,,
Costa Rica,CRI,2011,15.76,,4.29,1.88,48.8,1.2,82.21,76.98,6.5,1.18,,98.1
Cuba,CUB,2011,11.77,,8.16,1.73,,4.04,80.06,76.09,2.7,0.04,,100.0
Dominica,DMA,2011,13.72,,11.96,1.86,,4.02,74.42,68.97,20.8,0.28,,
Dominican Republic,DOM,2011,21.87,,5.57,2.53,47.7,1.58,76.38,68.86,24.1,1.27,,
Ecuador,ECU,2011,21.78,,4.93,2.6,45.9,1.61,78.13,72.28,8.5,1.64,,
Grenada,GRD,2011,16.01,,7.5,2.01,,3.29,77.57,72.37,9.6,0.44,,
Guatemala,GTM,2011,27.52,,5.3,3.29,,0.65,73.15,67.52,15.5,1.99,,
Guyana,GUY,2011,22.25,,7.89,2.69,,,70.04,63.25,22.3,-0.42,,
Honduras,HND,2011,25.78,,4.68,3.0,52.6,0.57,72.55,67.85,13.5,2.07,,
Haiti,HTI,2011,27.36,,8.73,3.43,,,64.02,59.22,28.2,1.13,,
Jamaica,JAM,2011,14.93,,6.37,1.72,,1.81,74.58,69.95,15.0,0.43,,97.7
St. Kitts and Nevis,KNA,2011,14.7,,9.36,1.74,,5.02,74.72,68.38,11.8,0.09,,
St. Lucia,LCA,2011,12.39,,6.96,1.5,,1.47,75.61,70.42,12.7,0.52,,
Mexico,MEX,2011,20.1,,5.7,2.32,,1.04,76.52,71.29,8.8,1.42,,
Nicaragua,NIC,2011,23.96,,5.05,2.56,,0.9,75.04,68.97,12.3,1.41,,
Panama,PAN,2011,20.98,,4.62,2.6,51.3,2.07,80.18,73.27,7.9,1.77,,
Peru,PER,2011,19.75,,6.67,2.41,44.7,1.54,75.57,71.22,9.2,0.75,,95.4
Paraguay,PRY,2011,22.48,,5.21,2.67,52.3,0.83,75.54,70.2,13.4,1.33,,
El Salvador,SLV,2011,19.62,,7.11,2.22,42.3,1.04,75.37,66.75,7.8,0.36,,
Suriname,SUR,2011,20.42,,7.12,2.67,,3.05,73.31,66.65,14.4,1.15,,
Trinidad and Tobago,TTO,2011,13.93,,6.7,1.61,,,75.23,69.21,16.5,0.78,,95.1
Uruguay,URY,2011,14.05,,9.56,1.99,42.2,2.55,80.52,72.63,4.9,0.25,,
St. Vincent and the Grenadines,VCT,2011,16.09,,9.91,2.08,,2.54,73.67,68.05,12.4,-0.56,,
Venezuela,VEN,2011,20.2,,5.6,2.4,,0.94,77.79,68.71,10.9,1.28,,
Argentina,ARG,2012,17.48,,7.72,2.3,41.4,4.6,78.67,72.85,7.4,1.03,15.94,98.1
Antigua and Barbuda,ATG,2012,13.46,,5.69,1.66,,,80.38,73.59,7.0,1.07,2.65,
Bahamas,BHS,2012,14.08,,7.46,1.76,,2.81,77.3,70.22,8.1,1.0,,
Belize,BLZ,2012,22.0,,5.17,2.51,,1.08,74.14,68.58,11.0,2.15,15.74,
Bolivia,BOL,2012,24.83,,7.84,3.08,46.6,1.07,68.88,64.45,20.0,1.6,46.63,90.1
Brazil,BRA,2012,14.94,,5.88,1.77,53.4,2.47,77.82,70.94,10.3,0.81,14.9,
Barbados,BRB,2012,12.15,,9.21,1.73,,6.47,77.86,73.44,9.3,0.29,,93.4
Chile,CHL,2012,13.78,,6.09,1.8,,2.18,81.51,76.9,5.3,0.96,,
Colombia,COL,2012,15.99,,4.98,1.9,52.6,1.52,78.78,72.48,9.4,1.0,13.11,
Costa Rica,CRI,2012,15.46,,4.3,1.85,48.4,1.18,82.48,77.31,6.4,1.17,7.21,
Cuba,CUB,2012,11.24,,8.24,1.67,,4.04,80.22,76.15,2.7,0.01,6.35,100.0
Dominica,DMA,2012,13.87,,11.45,1.83,,4.01,74.21,68.88,21.9,0.09,,
Dominican Republic,DOM,2012,21.52,,5.54,2.5,46.1,1.73,76.71,69.16,24.2,1.25,15.98,
Ecuador,ECU,2012,20.94,,4.9,2.51,46.1,1.49,78.26,72.74,8.2,1.59,,
Grenada,GRD,2012,15.78,,7.58,1.97,,3.26,77.67,72.47,10.1,0.62,,
Guatemala,GTM,2012,27.23,,5.2,3.22,,0.62,73.47,68.0,15.0,1.99,42.08,
Guyana,GUY,2012,22.32,,8.07,2.7,,1.73,70.06,63.19,21.8,0.02,18.73,
Honduras,HND,2012,25.31,,4.61,2.93,53.4,0.6,72.91,68.17,13.0,2.02,33.88,96.6
Haiti,HTI,2012,26.68,,8.44,3.32,41.1,,64.79,59.84,28.0,1.55,53.45,90.3
Jamaica,JAM,2012,14.41,,6.36,1.65,,1.8,74.6,70.23,14.9,0.43,,
St. Kitts and Nevis,KNA,2012,14.45,,9.21,1.71,,5.01,74.77,68.27,11.9,0.31,,
St. Lucia,LCA,2012,12.45,,7.14,1.5,,,75.43,70.39,12.6,0.46,2.2,96.9
Mexico,MEX,2012,19.86,,5.67,2.29,49.6,1.03,76.73,71.5,8.7,1.36,21.87,97.6
Nicaragua,NIC,2012,23.62,,4.96,2.53,,0.89,75.38,69.42,12.0,1.4,7.25,94.6
Panama,PAN,2012,20.73,,4.65,2.59,51.7,2.13,80.31,73.56,7.6,1.76,22.81,
Peru,PER,2012,19.21,,6.47,2.36,44.4,1.54,76.28,71.82,8.9,0.84,46.08,96.0
Paraguay,PRY,2012,22.56,,5.18,2.66,47.6,0.84,75.94,70.43,13.0,1.41,24.04,
El Salvador,SLV,2012,19.39,,7.04,2.19,41.8,1.08,75.58,66.98,7.4,0.39,28.48,
Suriname,SUR,2012,20.33,,7.17,2.67,,3.02,73.44,66.78,14.0,1.14,12.45,
Trinidad and Tobago,TTO,2012,13.75,,6.73,1.61,,2.55,75.5,69.5,16.2,0.54,7.94,
Uruguay,URY,2012,14.21,,9.56,2.01,39.9,2.52,80.58,72.71,5.0,0.26,8.77,
St. Vincent and the Grenadines,VCT,2012,16.2,,10.34,2.11,,2.43,73.78,67.86,11.8,-0.56,,
Venezuela,VEN,2012,19.94,,5.7,2.38,,,77.63,68.83,11.1,1.26,,
Argentina,ARG,2013,17.68,,7.78,2.34,41.1,4.8,78.62,72.96,7.3,0.99,,
Antigua and Barbuda,ATG,2013,12.44,,5.79,1.54,,3.98,80.32,73.54,6.8,0.92,,
Bahamas,BHS,2013,13.9,,7.49,1.74,,2.78,77.59,70.37,8.2,0.92,,
Belize,BLZ,2013,22.06,,5.17,2.5,,1.08,74.34,68.67,10.9,2.13,,
Bolivia,BOL,2013,24.44,,7.78,3.01,47.6,1.08,69.1,64.61,19.0,1.57,,
Brazil,BRA,2013,14.78,,5.92,1.76,52.7,2.45,78.06,71.25,10.0,0.81,,
Barbados,BRB,2013,12.03,,9.25,1.73,,6.47,77.95,73.51,9.1,0.26,,
Chile,CHL,2013,13.62,,6.06,1.79,46.8,2.18,81.76,77.3,5.2,0.95,,
Colombia,COL,2013,15.63,,5.03,1.86,52.6,1.58,78.89,72.81,9.1,0.95,,
Costa Rica,CRI,2013,14.77,,4.33,1.78,49.2,1.16,82.8,77.53,6.3,1.11,,
Cuba,CUB,2013,11.16,,8.52,1.68,,4.04,80.13,75.98,2.6,-0.04,,
Dominica,DMA,2013,13.29,,11.72,1.78,,4.01,74.01,68.78,23.1,0.86,,
Dominican Republic,DOM,2013,21.18,,5.55,2.47,47.7,1.72,76.83,69.45,24.2,1.22,,99.3
Ecuador,ECU,2013,19.66,,4.85,2.36,46.9,1.51,78.42,73.24,7.8,1.5,,
Grenada,GRD,2013,15.4,,7.67,1.91,,3.45,77.76,72.51,10.6,0.63,,
Guatemala,GTM,2013,26.72,,5.18,3.15,,,73.58,68.21,14.4,1.95,,
Guyana,GUY,2013,22.56,,8.05,2.71,,1.73,70.5,63.3,21.3,0.5,,
Honduras,HND,2013,24.8,,4.55,2.86,50.0,0.63,73.24,68.45,12.6,1.98,,
Haiti,HTI,2013,26.06,,8.31,3.22,,0.72,65.22,60.11,27.8,1.5,,
Jamaica,JAM,2013,13.98,,6.42,1.59,,1.69,74.54,70.34,14.7,0.41,,
St. Kitts and Nevis,KNA,2013,14.14,,9.32,1.68,,5.0,74.86,68.08,12.1,0.08,,
St. Lucia,LCA,2013,12.49,,7.34,1.5,,1.21,75.57,69.96,12.5,0.45,,
Mexico,MEX,2013,19.56,,5.68,2.27,,1.03,76.82,71.72,8.5,1.3,,
Nicaragua,NIC,2013,23.2,,4.98,2.49,,0.93,75.51,69.53,11.7,1.39,,
Panama,PAN,2013,20.42,,4.66,2.57,51.5,2.13,80.36,73.97,7.5,1.74,,93.4
Peru,PER,2013,18.82,,6.32,2.32,43.9,1.54,76.92,72.4,8.6,0.9,,95.9
Paraguay,PRY,2013,22.47,,5.19,2.64,47.9,0.87,76.23,70.53,12.6,1.44,,
El Salvador,SLV,2013,19.18,,7.15,2.15,43.4,1.08,75.66,66.52,7.0,0.41,,
Suriname,SUR,2013,20.12,,7.21,2.65,,2.99,73.57,66.94,13.6,1.13,,
Trinidad and Tobago,TTO,2013,13.51,,6.78,1.6,,2.53,75.72,69.83,15.9,0.4,,
Uruguay,URY,2013,14.34,,9.46,2.03,40.5,2.51,80.82,72.97,5.1,0.3,,97.2
St. Vincent and the Grenadines,VCT,2013,16.02,,10.66,2.11,,2.45,73.63,67.22,11.1,-0.55,,
Venezuela,VEN,2013,19.48,,5.8,2.33,,,77.47,68.94,11.3,1.21,,97.5
Argentina,ARG,2014,18.02,,7.55,2.39,41.8,4.86,79.15,73.3,7.1,1.03,15.2,
Antigua and Barbuda,ATG,2014,12.31,,5.95,1.53,,3.93,80.14,73.44,6.7,0.79,2.65,
Bahamas,BHS,2014,13.5,,7.6,1.69,,2.71,77.75,70.41,8.4,0.88,,
Belize,BLZ,2014,21.97,,5.17,2.47,,1.03,74.55,68.78,10.8,2.11,15.74,
Bolivia,BOL,2014,24.04,,7.73,2.95,47.8,1.11,69.3,64.8,17.9,1.54,46.63,
Brazil,BRA,2014,14.78,,6.0,1.78,52.0,2.44,78.27,71.46,9.7,0.81,14.9,
Barbados,BRB,2014,11.9,,9.28,1.73,,6.05,78.06,73.63,8.9,0.25,,
Chile,CHL,2014,13.47,,6.12,1.77,,2.13,81.98,77.41,5.1,1.0,,
Colombia,COL,2014,15.26,,5.14,1.82,52.5,1.63,78.92,73.0,8.8,0.89,11.77,
Costa Rica,CRI,2014,14.85,,4.45,1.8,48.6,1.15,82.86,77.55,6.3,1.07,6.29,
Cuba,CUB,2014,10.87,,8.88,1.66,,4.01,79.98,75.73,2.6,-0.11,7.4,98.5
Dominica,DMA,2014,13.68,,10.03,1.71,,3.98,73.95,68.67,24.2,0.94,,
Dominican Republic,DOM,2014,20.84,,5.6,2.45,44.3,1.53,76.76,69.69,24.3,1.19,13.61,98.0
Ecuador,ECU,2014,18.9,,4.82,2.27,45.0,1.54,78.62,73.66,7.5,1.43,,
Grenada,GRD,2014,14.53,,7.77,1.8,,3.42,77.86,72.47,11.1,0.57,,
Guatemala,GTM,2014,26.47,,5.2,3.09,48.3,0.62,73.62,68.29,13.8,1.9,39.84,
Guyana,GUY,2014,22.61,,7.83,2.7,,1.75,71.17,63.84,20.7,0.56,17.08,90.7
Honduras,HND,2014,24.39,,4.52,2.79,49.9,0.61,73.53,68.69,12.2,1.94,31.54,
Haiti,HTI,2014,25.75,,8.2,3.16,,,65.62,60.4,27.4,1.47,52.14,
Jamaica,JAM,2014,13.62,,6.55,1.54,,1.69,74.44,70.28,14.5,0.36,,
St. Kitts and Nevis,KNA,2014,13.96,,9.44,1.66,,5.0,74.96,67.89,12.2,0.04,,
St. Lucia,LCA,2014,12.39,,7.5,1.48,,,75.83,69.73,12.3,0.44,1.6,
Mexico,MEX,2014,18.96,,5.7,2.21,48.9,1.02,76.89,71.88,8.3,1.21,20.16,97.2
Nicaragua,NIC,2014,22.84,,4.96,2.46,46.2,0.94,75.56,69.93,11.3,1.37,6.39,
Panama,PAN,2014,20.15,,4.67,2.55,50.5,2.05,80.68,74.12,7.4,1.73,18.5,
Peru,PER,2014,18.37,,6.12,2.27,43.1,1.59,77.58,73.07,8.4,0.99,47.05,96.9
Paraguay,PRY,2014,22.64,,5.24,2.65,50.7,0.89,76.44,70.57,12.2,1.45,21.05,
El Salvador,SLV,2014,19.01,,7.24,2.13,41.6,1.37,75.72,66.31,6.7,0.39,22.48,96.0
Suriname,SUR,2014,19.86,,7.2,2.62,,2.96,73.75,67.18,13.2,1.11,13.29,
Trinidad and Tobago,TTO,2014,13.29,,6.92,1.6,,2.79,75.84,69.94,15.6,0.36,7.5,
Uruguay,URY,2014,14.24,,9.4,2.03,40.1,2.47,80.99,73.26,5.1,0.33,5.05,
St. Vincent and the Grenadines,VCT,2014,16.12,,10.73,2.14,,2.46,73.96,67.42,10.4,-0.56,,
Venezuela,VEN,2014,19.06,,6.0,2.3,,0.79,77.34,68.62,11.5,1.14,,
Argentina,ARG,2015,17.66,6.21,7.45,2.35,,4.97,79.8,73.37,6.8,1.05,,
Antigua and Barbuda,ATG,2015,12.59,5.21,6.07,1.57,,4.01,79.97,73.54,6.5,0.72,,
Bahamas,BHS,2015,12.61,12.45,7.83,1.57,,2.79,77.44,70.26,8.6,0.79,,
Belize,BLZ,2015,21.7,18.86,5.14,2.43,,0.96,74.8,68.95,10.5,2.1,,
Bolivia,BOL,2015,23.65,8.88,7.66,2.89,46.7,1.18,69.55,65.02,16.9,1.52,,
Brazil,BRA,2015,14.68,12.45,6.04,1.78,51.9,2.35,78.47,71.82,9.5,0.79,,97.2
Barbados,BRB,2015,11.8,4.84,9.32,1.73,,6.03,78.16,73.78,8.7,0.23,,
Chile,CHL,2015,13.15,7.81,6.11,1.74,45.3,2.15,82.3,77.69,5.2,1.02,,
Colombia,COL,2015,14.76,16.22,5.25,1.77,51.0,1.65,78.99,73.17,8.5,0.86,,97.5
Costa Rica,CRI,2015,14.7,11.6,4.52,1.8,48.4,1.15,83.28,77.52,6.2,1.06,,
Cuba,CUB,2015,10.94,7.9,9.12,1.68,,4.05,79.99,75.57,2.6,-0.09,,
Dominica,DMA,2015,13.11,,10.87,1.65,,3.7,72.4,67.76,25.4,0.05,,
Dominican Republic,DOM,2015,20.54,11.83,5.76,2.43,45.2,1.52,76.38,69.7,24.3,1.15,,
Ecuador,ECU,2015,18.36,12.77,4.87,2.21,46.0,1.53,78.62,73.82,7.3,1.43,,
Grenada,GRD,2015,13.86,5.68,7.89,1.72,,3.4,77.96,72.39,11.5,0.48,,
Guatemala,GTM,2015,26.22,15.27,5.24,3.03,,0.59,73.56,68.31,13.3,1.83,,91.3
Guyana,GUY,2015,22.52,13.94,7.76,2.67,,1.76,71.53,64.21,20.1,0.6,,
Honduras,HND,2015,24.08,18.76,4.48,2.75,49.2,0.6,73.83,68.97,11.7,1.9,,
Haiti,HTI,2015,25.44,10.36,8.14,3.11,,,65.94,60.61,27.0,1.44,,
Jamaica,JAM,2015,13.32,11.42,6.72,1.51,,1.71,74.33,70.1,14.3,0.31,,
St. Kitts and Nevis,KNA,2015,13.74,,9.55,1.64,,5.0,75.09,67.76,12.2,-0.0,,
St. Lucia,LCA,2015,12.31,9.98,7.5,1.47,43.7,1.42,76.04,70.02,12.1,0.44,,
Mexico,MEX,2015,18.23,10.15,5.77,2.14,,1.0,76.93,71.88,8.3,1.07,,98.5
Nicaragua,NIC,2015,22.45,8.92,4.99,2.43,,0.9,75.64,70.07,10.9,1.36,,
Panama,PAN,2015,19.84,9.41,4.71,2.53,50.8,2.09,80.61,74.62,7.4,1.73,,99.1
Peru,PER,2015,17.95,10.43,6.04,2.23,43.4,1.58,78.03,73.56,8.3,1.13,,97.0
Paraguay,PRY,2015,22.66,12.06,5.32,2.64,47.6,0.84,76.52,70.58,11.8,1.46,,
El Salvador,SLV,2015,18.58,19.7,7.38,2.07,40.6,1.03,75.67,65.99,6.3,0.34,,
Suriname,SUR,2015,19.48,10.55,7.19,2.57,,2.93,73.94,67.45,12.9,1.08,,
Trinidad and Tobago,TTO,2015,13.03,10.54,7.13,1.6,,2.38,75.9,69.86,15.4,0.32,,
Uruguay,URY,2015,14.3,7.4,9.49,2.04,40.1,2.45,81.05,73.38,5.0,0.35,,
St. Vincent and the Grenadines,VCT,2015,15.89,7.22,10.82,2.13,,4.45,74.28,67.4,9.6,-0.54,,
Venezuela,VEN,2015,18.6,20.67,6.03,2.25,,0.75,77.4,68.87,14.6,1.05,,
Argentina,ARG,2016,16.79,,7.86,2.24,42.3,4.97,79.13,73.04,6.5,0.97,14.5,
Antigua and Barbuda,ATG,2016,11.66,,6.14,1.46,,3.36,79.92,73.71,6.4,0.62,2.65,
Bahamas,BHS,2016,11.98,,7.94,1.5,,,77.76,70.42,8.9,0.7,,
Belize,BLZ,2016,21.37,,5.11,2.4,,0.94,74.99,69.14,10.2,2.32,15.73,97.2
Bolivia,BOL,2016,23.27,,7.61,2.83,45.2,1.22,69.76,65.19,16.2,1.49,,95.6
Brazil,BRA,2016,14.15,,6.23,1.73,53.4,2.32,78.54,71.72,10.0,0.76,14.9,
Barbados,BRB,2016,11.71,,9.36,1.72,34.1,6.03,78.27,73.9,8.5,0.22,,
Chile,CHL,2016,12.68,,6.09,1.69,,2.13,82.55,78.01,5.3,1.21,,
Colombia,COL,2016,14.27,,5.31,1.72,50.6,1.71,79.15,73.33,8.2,0.99,10.42,97.2
Costa Rica,CRI,2016,14.18,,4.82,1.75,48.7,1.14,82.69,77.26,6.1,1.01,5.38,
Cuba,CUB,2016,10.3,,9.44,1.6,,4.13,79.95,75.28,2.6,-0.08,8.44,
Dominica,DMA,2016,12.92,,10.37,1.58,,3.7,74.1,68.56,26.5,-1.15,,
Dominican Republic,DOM,2016,20.24,,5.88,2.41,45.7,1.37,76.52,69.42,24.4,1.11,11.25,
Ecuador,ECU,2016,17.62,,5.0,2.12,45.0,1.39,78.44,73.75,7.1,1.46,,
Grenada,GRD,2016,13.05,,8.02,1.62,,3.2,78.04,72.28,11.8,0.4,,
Guatemala,GTM,2016,25.96,,5.17,2.97,,,73.82,68.64,12.8,1.84,37.6,
Guyana,GUY,2016,22.33,,7.7,2.63,,1.75,71.9,64.51,19.5,0.63,15.43,
Honduras,HND,2016,23.8,,4.44,2.7,49.8,0.63,74.16,69.22,11.3,1.88,31.5,
Haiti,HTI,2016,25.1,,8.15,3.05,,,66.05,60.69,26.6,1.4,50.84,
Jamaica,JAM,2016,12.94,,6.91,1.46,,1.74,74.23,69.88,14.1,0.26,,
St. Kitts and Nevis,KNA,2016,13.62,,9.67,1.63,,5.0,75.17,67.72,12.2,-0.03,,
St. Lucia,LCA,2016,12.21,,7.84,1.46,,,75.87,69.47,11.8,0.42,1.05,
Mexico,MEX,2016,17.69,,5.87,2.09,46.9,1.0,76.96,71.74,8.4,0.97,18.44,
Nicaragua,NIC,2016,22.06,,4.96,2.41,,0.89,75.84,70.42,10.4,1.34,5.52,
Panama,PAN,2016,19.5,,4.74,2.5,50.4,2.06,80.91,74.73,7.4,1.73,16.3,
Peru,PER,2016,17.57,,6.04,2.19,43.6,1.62,78.21,73.8,8.2,1.33,45.86,97.6
Paraguay,PRY,2016,22.49,,5.4,2.62,47.9,0.89,76.6,70.57,11.4,1.45,18.05,98.7
El Salvador,SLV,2016,17.73,,7.45,1.96,40.0,1.07,75.77,65.79,6.0,0.28,16.48,
Suriname,SUR,2016,18.94,,7.07,2.5,,2.83,74.32,67.86,12.5,1.05,14.13,
Trinidad and Tobago,TTO,2016,12.8,,7.31,1.6,,2.41,75.98,69.9,15.1,0.31,7.5,
Uruguay,URY,2016,13.73,,9.58,1.97,39.7,2.49,81.01,73.54,4.9,0.33,1.3,
St. Vincent and the Grenadines,VCT,2016,15.14,,10.98,2.06,,4.47,73.65,68.25,9.0,-0.57,,
Venezuela,VEN,2016,18.26,,6.57,2.22,,0.88,76.79,67.56,15.0,0.63,,
Argentina,ARG,2017,16.16,,7.68,2.17,41.4,5.02,79.2,73.79,6.3,0.88,,
Antigua and Barbuda,ATG,2017,11.8,,6.23,1.48,,3.24,79.88,73.86,6.2,0.55,,
Bahamas,BHS,2017,11.42,,8.12,1.42,,2.93,77.72,70.43,9.2,0.62,,
Belize,BLZ,2017,21.29,,5.09,2.37,,1.04,75.22,69.34,9.9,2.3,,
Bolivia,BOL,2017,22.91,,7.59,2.78,44.6,1.25,69.95,65.28,15.4,1.46,,
Brazil,BRA,2017,14.12,,6.26,1.74,53.3,2.3,78.78,72.07,9.2,0.73,,
Barbados,BRB,2017,11.63,,9.43,1.72,,6.11,78.3,74.01,8.3,0.2,,
Chile,CHL,2017,11.76,,6.04,1.56,45.3,2.12,82.78,78.4,5.3,1.58,,
Colombia,COL,2017,14.18,,5.32,1.72,49.7,1.73,79.33,73.52,8.0,1.45,,
Costa Rica,CRI,2017,13.81,,4.96,1.71,48.3,1.13,82.66,77.31,6.1,0.94,,
Cuba,CUB,2017,10.12,,9.91,1.58,,4.13,79.79,74.91,2.7,-0.16,,
Dominica,DMA,2017,11.81,,13.63,1.54,,3.28,70.94,66.59,27.4,-1.61,,
Dominican Republic,DOM,2017,20.01,,5.8,2.4,42.2,1.49,76.78,70.07,24.3,1.09,,
Ecuador,ECU,2017,17.68,,5.07,2.13,44.7,1.4,78.59,73.86,7.0,1.53,,
Grenada,GRD,2017,11.64,,8.17,1.44,,3.18,78.12,72.17,12.0,0.27,,
Guatemala,GTM,2017,25.17,,5.08,2.86,,0.45,74.11,69.08,12.3,1.82,,
